"score","text","class"
1,"rt antusiasme driver di malang sambut logo baru gojek respond positif dari driver menyambut…","Positive"
1,"rt antusiasme driver di malang sambut logo baru gojek respond positif dari driver menyambut…","Positive"
1,"rt antusiasme driver di malang sambut logo baru gojek respond positif dari driver menyambut…","Positive"
1,"rt antusiasme driver di malang sambut logo baru gojek respond positif dari driver menyambut…","Positive"
1,"rt antusiasme driver di malang sambut logo baru gojek respond positif dari driver menyambut…","Positive"
1,"antusiasme driver di malang sambut logo baru gojek respond positif dari driver menya… ","Positive"
4,"rt tuwips kalo pesan gojek dan dapat drivernya bapak ini gue sar untuk bayar cash dan sabar ya beliau baru jadi driv…","Positive"
-3," oh iya biasa aku order ada gojek sih tapi nyata ada grab lebih nguntungin pakai promo ","Negative"
-2,"rt harus gojek enggak cuma ngelit customer terus jadi nya kayak begini nih cust yang goblog driv…","Negative"
0,"rt saran gojek kalo kasih bintang jangan langsung putus mitra tapi telusur dulu a…","Neutral"
-2,"rt harus gojek enggak cuma ngelit customer terus jadi nya kayak begini nih cust yang goblog driv…","Negative"
0," ketan durian lah terus gojek nya apa ","Neutral"
-2,"rt harus gojek enggak cuma ngelit customer terus jadi nya kayak begini nih cust yang goblog driv…","Negative"
-2,"rt harus gojek enggak cuma ngelit customer terus jadi nya kayak begini nih cust yang goblog driv…","Negative"
0," rich brian yang antar makan via gojek enggak sudah apa nya dong ya","Neutral"
-2,"rt harus gojek enggak cuma ngelit customer terus jadi nya kayak begini nih cust yang goblog driv…","Negative"
-2,"rt harus gojek enggak cuma ngelit customer terus jadi nya kayak begini nih cust yang goblog driv…","Negative"
1," h mohon maaf belum untuk informasi penanganan lebih lanjut sila lapor lalu menu bantu y… ","Positive"
8,"tonton review xft dan serandom itu akhir ngegojek onezo dapat bapak gojek super baik ada","Positive"
0," ya gojek gih kenapa musti minta tolong gue v","Neutral"
0," … ","Neutral"
0,"kenyang tanpa masak gofood ini ajadownload gojek dan mulai hiduptanpabatas di tomohon hiduptanpabatas gojektomohon","Neutral"
0," lagi bikin skck rap buat daftar gojek","Neutral"
5," tapi itu kuat banget panas tripdan masih ada potong bensin dan buat gojek ya","Positive"
0,"rt jihoon pokok jihoon mau datang titik maroo tapi kan ada sche—jihoon jihoon kan deh bilang dari awal januari …","Neutral"
6,"rt tanyarl pantas saja indonesia di kasih predikat negara santai gojek saja skuy living banget nih ","Positive"
6,"rt tanyarl pantas saja indonesia di kasih predikat negara santai gojek saja skuy living banget nih ","Positive"
2,"rt terima kasih aku baru tau ada begini di app gojek lama ini asal pakai dan top up saja enggak rasa pa…","Positive"
0,"rt saran gojek kalo kasih bintang jangan langsung putus mitra tapi telusur dulu a…","Neutral"
0,"rt jihoon pokok jihoon mau datang titik maroo tapi kan ada sche—jihoon jihoon kan deh bilang dari awal januari …","Neutral"
6,"rt tanyarl pantas saja indonesia di kasih predikat negara santai gojek saja skuy living banget nih ","Positive"
0,"rt kumpul voucher gratis dan promo tarik gojek auto update jika ada yang baru like rt dulu biar yang lain tau juga …","Neutral"
0,"rt jihoon pokok jihoon mau datang titik maroo tapi kan ada sche—jihoon jihoon kan deh bilang dari awal januari …","Neutral"
3,"rt daerah gue zomer uber pernah gue naik gojek dari stasiun ke rumah cegat terus gue bentak saja opangnya spya…","Positive"
6,"rt tanyarl pantas saja indonesia di kasih predikat negara santai gojek saja skuy living banget nih ","Positive"
0,"rt kumpul voucher gratis dan promo tarik gojek auto update jika ada yang baru like rt dulu biar yang lain tau juga …","Neutral"
2,"bundle go ride gojek sudah enggak ada lagi ya sumpah itu bantu banget","Positive"
0,"md ada yang mau join agen pulsa enggak bisa isi yang lain juga kayak ovo atau gojek atau kuota dll rep saja yang minat nanti ku dm","Neutral"
3," bisa gojek enggak kak jam buka sampai jam berapa suka kepengen kalo tengah malam biasa hehe","Positive"
0,"lapak ada yang mau join agen pulsa enggak bisa isi yang lain juga kayak ovo atau gojek atau kuota dll rep saja yang minat nanti ku dm","Neutral"
0,"rt saran gojek kalo kasih bintang jangan langsung putus mitra tapi telusur dulu a…","Neutral"
6,"rt tanyarl pantas saja indonesia di kasih predikat negara santai gojek saja skuy living banget nih ","Positive"
6,"rt tanyarl pantas saja indonesia di kasih predikat negara santai gojek saja skuy living banget nih ","Positive"
0," … ","Neutral"
0,"rt jihoon pokok jihoon mau datang titik maroo tapi kan ada sche—jihoon jihoon kan deh bilang dari awal januari …","Neutral"
6,"rt tanyarl pantas saja indonesia di kasih predikat negara santai gojek saja skuy living banget nih ","Positive"
0," enggak mikir apa mitra roda juga butuh urus ini itu ke kantor gojek ","Neutral"
0,"rt kumpul voucher gratis dan promo tarik gojek auto update jika ada yang baru like rt dulu biar yang lain tau juga …","Neutral"
-2,"rt harus gojek enggak cuma ngelit customer terus jadi nya kayak begini nih cust yang goblog driv…","Negative"
0,"rt jihoon pokok jihoon mau datang titik maroo tapi kan ada sche—jihoon jihoon kan deh bilang dari awal januari …","Neutral"
-4,"heran akutu sama atur yang enggak bolehin gojek buat anter sen di rumah sakit atau hotel ","Negative"
-2,"rt harus gojek enggak cuma ngelit customer terus jadi nya kayak begini nih cust yang goblog driv…","Negative"
0,"rt kumpul voucher gratis dan promo tarik gojek auto update jika ada yang baru like rt dulu biar yang lain tau juga …","Neutral"
0,"rt saran gojek kalo kasih bintang jangan langsung putus mitra tapi telusur dulu a…","Neutral"
6,"rt tanyarl pantas saja indonesia di kasih predikat negara santai gojek saja skuy living banget nih ","Positive"
4,"rt hasil teliti baru ld feb u temu bahwa mitra go jek aku ada manfaat di luar untung ekonomi yang mereka p…","Positive"
2,"rt terima kasih aku baru tau ada begini di app gojek lama ini asal pakai dan top up saja enggak rasa pa…","Positive"
0," garabgara perubahaan skema ke trip dan tamba… ","Neutral"
0,"ratus kendara gojek demo di kantor gojek ","Neutral"
6,"rt tanyarl pantas saja indonesia di kasih predikat negara santai gojek saja skuy living banget nih ","Positive"
0," … ","Neutral"
6,"rt tanyarl pantas saja indonesia di kasih predikat negara santai gojek saja skuy living banget nih ","Positive"
-4," karena masalah akan selalu ada tapi dengan gojek pastiadajalan quotes by ","Negative"
0," bulan lalu ke bandung nyata tempat tuju saya itu zona merah jadi saya ditur… ","Neutral"
0," negara demokrasi wajar kalo ada kecewa demo kayak gtuul g… ","Neutral"
6,"rt tanyarl pantas saja indonesia di kasih predikat negara santai gojek saja skuy living banget nih ","Positive"
-2," jakarta ya enggak heran banyak model begini di peak hour tengah malam enggak cuma goj… ","Negative"
8,"bang gojek atas nama marie stella ya me mau omong benar sama betul bentur massip","Positive"
6,"rt tanyarl pantas saja indonesia di kasih predikat negara santai gojek saja skuy living banget nih ","Positive"
0," smf ada yang mau join agen pulsa enggak bisa isi yang lain juga kayak ovo atau gojek atau kuota dll rep saja yang minat nanti ku dm","Neutral"
6,"rt tanyarl pantas saja indonesia di kasih predikat negara santai gojek saja skuy living banget nih ","Positive"
0," … ","Neutral"
0,"rt jihoon pokok jihoon mau datang titik maroo tapi kan ada sche—jihoon jihoon kan deh bilang dari awal januari …","Neutral"
6,"rt tanyarl pantas saja indonesia di kasih predikat negara santai gojek saja skuy living banget nih ","Positive"
2,"rt cuma mau sharing saja ke mutual tadi dapat bapak gojek baik banget terus dia kata baru buka usaha cetak polaroid begini d…","Positive"
0," nge grab jangan gojek","Neutral"
6,"rt tanyarl pantas saja indonesia di kasih predikat negara santai gojek saja skuy living banget nih ","Positive"
0,"rt saran gojek kalo kasih bintang jangan langsung putus mitra tapi telusur dulu a…","Neutral"
0,"rt jihoon pokok jihoon mau datang titik maroo tapi kan ada sche—jihoon jihoon kan deh bilang dari awal januari …","Neutral"
6,"rt tanyarl pantas saja indonesia di kasih predikat negara santai gojek saja skuy living banget nih ","Positive"
0,"rt jihoon pokok jihoon mau datang titik maroo tapi kan ada sche—jihoon jihoon kan deh bilang dari awal januari …","Neutral"
0,"rt jihoon pokok jihoon mau datang titik maroo tapi kan ada sche—jihoon jihoon kan deh bilang dari awal januari …","Neutral"
6,"rt tanyarl pantas saja indonesia di kasih predikat negara santai gojek saja skuy living banget nih ","Positive"
-2,"rt harus gojek enggak cuma ngelit customer terus jadi nya kayak begini nih cust yang goblog driv…","Negative"
6,"rt tanyarl pantas saja indonesia di kasih predikat negara santai gojek saja skuy living banget nih ","Positive"
0,"baru tau punya fitur go pay diary yang ngerekap expenses via app gojek kita dalam bulan dan dikirim… ","Neutral"
6,"rt tanyarl pantas saja indonesia di kasih predikat negara santai gojek saja skuy living banget nih ","Positive"
0,"rt jihoon pokok jihoon mau datang titik maroo tapi kan ada sche—jihoon jihoon kan deh bilang dari awal januari …","Neutral"
0,"rt jihoon pokok jihoon mau datang titik maroo tapi kan ada sche—jihoon jihoon kan deh bilang dari awal januari …","Neutral"
-2,"rt harus gojek enggak cuma ngelit customer terus jadi nya kayak begini nih cust yang goblog driv…","Negative"
0,"rt jihoon pokok jihoon mau datang titik maroo tapi kan ada sche—jihoon jihoon kan deh bilang dari awal januari …","Neutral"
-3,"syok lihat email gopay spending di bulan juli dari gojek ","Negative"
6,"rt tanyarl pantas saja indonesia di kasih predikat negara santai gojek saja skuy living banget nih ","Positive"
-4,"woi bagi voucher gojek laper cong mau makan","Negative"
6,"rt tanyarl pantas saja indonesia di kasih predikat negara santai gojek saja skuy living banget nih ","Positive"
-1," lah apa malu aku sama bapak bahkan kadang beliau masih pakai jaket gojek saja biasa saja bangga sama bers… ","Negative"
6,"rt tanyarl pantas saja indonesia di kasih predikat negara santai gojek saja skuy living banget nih ","Positive"
6,"rt tanyarl pantas saja indonesia di kasih predikat negara santai gojek saja skuy living banget nih ","Positive"
6,"rt tanyarl pantas saja indonesia di kasih predikat negara santai gojek saja skuy living banget nih ","Positive"
5," benar saya sudah email dengan sangat detail semua data ke findaya dan cs gojek tapi ok saya… ","Positive"
0,"rt jihoon pokok jihoon mau datang titik maroo tapi kan ada sche—jihoon jihoon kan deh bilang dari awal januari …","Neutral"
6,"rt tanyarl pantas saja indonesia di kasih predikat negara santai gojek saja skuy living banget nih ","Positive"
0,"rt saran gojek kalo kasih bintang jangan langsung putus mitra tapi telusur dulu a…","Neutral"
0,"rt saran gojek kalo kasih bintang jangan langsung putus mitra tapi telusur dulu a…","Neutral"
0,"rt jihoon pokok jihoon mau datang titik maroo tapi kan ada sche—jihoon jihoon kan deh bilang dari awal januari …","Neutral"
0," itu di gojek loh coba saja gaes","Neutral"
6,"rt tanyarl pantas saja indonesia di kasih predikat negara santai gojek saja skuy living banget nih ","Positive"
6,"rt tanyarl pantas saja indonesia di kasih predikat negara santai gojek saja skuy living banget nih ","Positive"
-2,"rt harus gojek enggak cuma ngelit customer terus jadi nya kayak begini nih cust yang goblog driv…","Negative"
6,"rt tanyarl pantas saja indonesia di kasih predikat negara santai gojek saja skuy living banget nih ","Positive"
6,"rt tanyarl pantas saja indonesia di kasih predikat negara santai gojek saja skuy living banget nih ","Positive"
0,"rt jihoon pokok jihoon mau datang titik maroo tapi kan ada sche—jihoon jihoon kan deh bilang dari awal januari …","Neutral"
6,"rt tanyarl pantas saja indonesia di kasih predikat negara santai gojek saja skuy living banget nih ","Positive"
-2,"rt harus gojek enggak cuma ngelit customer terus jadi nya kayak begini nih cust yang goblog driv…","Negative"
6,"rt tanyarl pantas saja indonesia di kasih predikat negara santai gojek saja skuy living banget nih ","Positive"
0," ya tapi gojek aku dturnin dkt gapura gang kembang","Neutral"
5," mohon waspada akan driver ini wajah dan nama di gojek dan wa beda selain itu tulis kalimat … ","Positive"
6,"rt tanyarl pantas saja indonesia di kasih predikat negara santai gojek saja skuy living banget nih ","Positive"
0,"rt ojol malaysia tampung mantan sopir suspend gojek dan grab ","Neutral"
6,"rt tanyarl pantas saja indonesia di kasih predikat negara santai gojek saja skuy living banget nih ","Positive"
9,"kenapa lebih laku saat ini banding jawab nya simple karena grab promo nya benar enggak kayak gojek sainganabadi","Positive"
0," … ","Neutral"
6,"rt tanyarl pantas saja indonesia di kasih predikat negara santai gojek saja skuy living banget nih ","Positive"
6,"rt tanyarl pantas saja indonesia di kasih predikat negara santai gojek saja skuy living banget nih ","Positive"
6,"rt tanyarl pantas saja indonesia di kasih predikat negara santai gojek saja skuy living banget nih ","Positive"
4,"rt hasil teliti baru ld feb u temu bahwa mitra go jek aku ada manfaat di luar untung ekonomi yang mereka p…","Positive"
4,"abang gojek yang tadi lagi antri chatime manis deh hhh","Positive"
6,"rt tanyarl pantas saja indonesia di kasih predikat negara santai gojek saja skuy living banget nih ","Positive"
6,"rt tanyarl pantas saja indonesia di kasih predikat negara santai gojek saja skuy living banget nih ","Positive"
6,"rt tanyarl pantas saja indonesia di kasih predikat negara santai gojek saja skuy living banget nih ","Positive"
6,"rt tanyarl pantas saja indonesia di kasih predikat negara santai gojek saja skuy living banget nih ","Positive"
0,"rt jihoon pokok jihoon mau datang titik maroo tapi kan ada sche—jihoon jihoon kan deh bilang dari awal januari …","Neutral"
0," mnfs gojek kalo jam subuh sudah ada belum gais ","Neutral"
-2,"rt harus gojek enggak cuma ngelit customer terus jadi nya kayak begini nih cust yang goblog driv…","Negative"
6,"rt tanyarl pantas saja indonesia di kasih predikat negara santai gojek saja skuy living banget nih ","Positive"
-2,"rt harus gojek enggak cuma ngelit customer terus jadi nya kayak begini nih cust yang goblog driv…","Negative"
0," ye naik gojek kalo bingung","Neutral"
6," tanyarl pantas saja indonesia di kasih predikat negara santai gojek saja skuy living banget nih ","Positive"
0," promo gojek juga buat gofood ","Neutral"
0,"rt kumpul voucher gratis dan promo tarik gojek auto update jika ada yang baru like rt dulu biar yang lain tau juga …","Neutral"
0,"rt waktu pulang lewat pim saya luat antri moto ada motor ojek ada pakai jaket dan ada yang tidak mereka baris tunggu orang…","Neutral"
0,"rt jihoon pokok jihoon mau datang titik maroo tapi kan ada sche—jihoon jihoon kan deh bilang dari awal januari …","Neutral"
-2,"rt harus gojek enggak cuma ngelit customer terus jadi nya kayak begini nih cust yang goblog driv…","Negative"
0,"rt kumpul voucher gratis dan promo tarik gojek auto update jika ada yang baru like rt dulu biar yang lain tau juga …","Neutral"
0," grab gojek camera buat foto struk bills wkwk","Neutral"
0,"rt jihoon pokok jihoon mau datang titik maroo tapi kan ada sche—jihoon jihoon kan deh bilang dari awal januari …","Neutral"
0,"rt dan hadir lima saing baru di bisnis bagi tumpang apa saja ","Neutral"
0," coba beli di grab atau gojek siapa tau ada promo xixixi","Neutral"
0,"gaes kalau beli makan di grab itu bisa non tunai enggak sih kayak gopaynya gojek begitu ","Neutral"
0,"rt jihoon pokok jihoon mau datang titik maroo tapi kan ada sche—jihoon jihoon kan deh bilang dari awal januari …","Neutral"
0,"rt kumpul voucher gratis dan promo tarik gojek auto update jika ada yang baru like rt dulu biar yang lain tau juga …","Neutral"
0," halo min saya mau tanya ini saya dapat pesan awal dua dan kirim dua gojek dan grab tapi pe… ","Neutral"
0,"rt ojol malaysia tampung mantan sopir suspend gojek dan grab ","Neutral"
0,"rt jihoon pokok jihoon mau datang titik maroo tapi kan ada sche—jihoon jihoon kan deh bilang dari awal januari …","Neutral"
-4,"omong obat tadi belum nyokap gue balik tbtb ada gojek nganter obat dari rsud tapi kok tulis halodoc enggak lama ny… ","Negative"
4,"hasil teliti baru ld feb u temu bahwa mitra go jek aku ada manfaat di luar untung ekonomi ya… ","Positive"
-2," karena cari yang paling dekat ya pak iya bu sebelah banyak promonya tapi gojek juga banyak vouchernya kok b… ","Negative"
4,"naik goride nya terus ditanya kan mau pakai helm suka bingung bu ada saja yang enggak mau pakai helm … ","Positive"
0,"rt kumpul voucher gratis dan promo tarik gojek auto update jika ada yang baru like rt dulu biar yang lain tau juga …","Neutral"
-2,"rt harus gojek enggak cuma ngelit customer terus jadi nya kayak begini nih cust yang goblog driv…","Negative"
-1," hai sila info merk tipe ponsel versi os ponsel versi aplikasi gojek nomor telepon serta email anda ke dm akz","Negative"
0,"utama selamat gaes jika tidak mungkin jangan di paksa … ","Neutral"
-2,"rt harus gojek enggak cuma ngelit customer terus jadi nya kayak begini nih cust yang goblog driv…","Negative"
0,"ojol malaysia tampung mantan sopir suspend gojek dan grab ","Neutral"
0,"rt jihoon pokok jihoon mau datang titik maroo tapi kan ada sche—jihoon jihoon kan deh bilang dari awal januari …","Neutral"
-2,"rt harus gojek enggak cuma ngelit customer terus jadi nya kayak begini nih cust yang goblog driv…","Negative"
0," … ","Neutral"
-4,"pas banget lagi gabawa duit cash samsek terus dapat diskon atau promo enggak tau deh eh payment cuma ribu doang luvvv goje… ","Negative"
-2,"rt harus gojek enggak cuma ngelit customer terus jadi nya kayak begini nih cust yang goblog driv…","Negative"
0,"rt kumpul voucher gratis dan promo tarik gojek auto update jika ada yang baru like rt dulu biar yang lain tau juga …","Neutral"
0," gopay merchant apa sih bebbb memang kamu habis beli helm gojek sama jaket ","Neutral"
0," bismillah kalau kata gojek pasti ada jalan ","Neutral"
2," min kok app gojek saya enggak bisa buka terus sih suka tbrb forced close begitu sudah coba reinstall juga sama saja","Positive"
-2,"rt harus gojek enggak cuma ngelit customer terus jadi nya kayak begini nih cust yang goblog driv…","Negative"
0,"rt saran gojek kalo kasih bintang jangan langsung putus mitra tapi telusur dulu a…","Neutral"
0,"rt punten misi mau lewat mau anter gofood gojek awreceh ngakakkocak lulusanui ijtimaula…","Neutral"
0,"rt kumpul voucher gratis dan promo tarik gojek auto update jika ada yang baru like rt dulu biar yang lain tau juga …","Neutral"
-2,"rt harus gojek enggak cuma ngelit customer terus jadi nya kayak begini nih cust yang goblog driv…","Negative"
